img_path,item_identifier,subset,defect_prob
/data/public/dataset/kaputt/data/train/reference-data/crop/6a628e77-fa9a-4981-ac0f-db8518fc5c64.jpg,248e4d89,train,0.1139734610915184
/data/public/dataset/kaputt/data/train/reference-data/crop/70a03b48-fd38-40ec-8eaa-b42332daccbf.jpg,defdb60c,train,0.2620856761932373
/data/public/dataset/kaputt/data/train/reference-data/crop/ee687fd3-71e4-4ae1-9353-1869cc248006.jpg,defdb60c,train,0.2778647243976593
/data/public/dataset/kaputt/data/train/reference-data/crop/aa219437-9556-41f3-b645-f02cbfabe452.jpg,defdb60c,train,0.2505458891391754
/data/public/dataset/kaputt/data/train/reference-data/crop/1d900718-f6ff-4b4d-aeba-583aff820c73.jpg,2be8e468,train,0.11516223102807999
/data/public/dataset/kaputt/data/train/reference-data/crop/2c0dc418-ae8e-4496-a1eb-a21122b4ea95.jpg,2be8e468,train,0.169956237077713
/data/public/dataset/kaputt/data/train/reference-data/crop/3312b961-c53c-4e66-ad97-7212bfc32b33.jpg,2be8e468,train,0.12896330654621124
/data/public/dataset/kaputt/data/train/reference-data/crop/0b2f610f-4718-4c96-9872-cc1cfe454895.jpg,d302e3d4,train,0.3363310396671295
/data/public/dataset/kaputt/data/train/reference-data/crop/bc6d3bce-c1a7-4552-b52d-e49d3c6af694.jpg,d302e3d4,train,0.2030746340751648
/data/public/dataset/kaputt/data/train/reference-data/crop/a27c217e-9c8a-47fb-b9c0-fc47a0dbd50b.jpg,d302e3d4,train,0.19253936409950256
/data/public/dataset/kaputt/data/train/reference-data/crop/e1f7d17a-96e9-43e9-b49f-49292bc90ad6.jpg,52463867,train,0.7252596020698547
/data/public/dataset/kaputt/data/train/reference-data/crop/3805bc08-3cee-49a6-b4de-27233b6d69a1.jpg,52463867,train,0.16559311747550964
/data/public/dataset/kaputt/data/train/reference-data/crop/dce54ef0-14dd-406b-b141-b5f3c5d50265.jpg,52463867,train,0.28776782751083374
/data/public/dataset/kaputt/data/train/reference-data/crop/1215c4fe-8616-4c78-9c5e-847807638588.jpg,1f3d03db,train,0.5316957235336304
/data/public/dataset/kaputt/data/train/reference-data/crop/11eff1eb-0706-4deb-b231-bb734b2289f7.jpg,1f3d03db,train,0.39978232979774475
/data/public/dataset/kaputt/data/train/reference-data/crop/bf59e62a-a229-4a24-9cba-552503b70be5.jpg,1f3d03db,train,0.6220576167106628
/data/public/dataset/kaputt/data/train/reference-data/crop/33808e54-450c-42e0-a666-0c9bd575ae0f.jpg,583dc919,train,0.14223188161849976
/data/public/dataset/kaputt/data/train/reference-data/crop/9b6f47f6-1ade-4d56-9543-bf566df089c0.jpg,583dc919,train,0.2523840367794037
/data/public/dataset/kaputt/data/train/reference-data/crop/8876f466-7cb7-4bdd-8b9a-23531213b506.jpg,583dc919,train,0.41430631279945374
/data/public/dataset/kaputt/data/train/reference-data/crop/c5456fd0-a21f-4fb5-9fd8-3069e2520634.jpg,7d4e503c,train,0.29624688625335693
/data/public/dataset/kaputt/data/train/reference-data/crop/d7c640ca-d1dc-4143-a060-642d6c453537.jpg,7d4e503c,train,0.6517983078956604
/data/public/dataset/kaputt/data/train/reference-data/crop/8bf405f7-da03-4849-8a07-d4d403444adc.jpg,7d4e503c,train,0.5765419602394104
/data/public/dataset/kaputt/data/train/reference-data/crop/2f10ef85-be80-4192-b7db-a814a1cf1aa1.jpg,3ff0adc9,train,0.5187900066375732
/data/public/dataset/kaputt/data/train/reference-data/crop/2d1c9f19-597f-40b5-b750-97b5bea6280a.jpg,3ff0adc9,train,0.341802179813385
/data/public/dataset/kaputt/data/train/reference-data/crop/4d82fd04-a19a-47f2-b453-64cb62065778.jpg,3ff0adc9,train,0.18242551386356354
/data/public/dataset/kaputt/data/train/reference-data/crop/55baf500-fc86-4e51-b92a-e61be3ddbefe.jpg,424ef7af,train,0.1841798573732376
/data/public/dataset/kaputt/data/train/reference-data/crop/9c640b79-0eaf-44e6-90e2-19d76dfc8862.jpg,424ef7af,train,0.27904197573661804
/data/public/dataset/kaputt/data/train/reference-data/crop/56c6f866-9b73-4380-84f2-bac5519b562e.jpg,424ef7af,train,0.17838266491889954
/data/public/dataset/kaputt/data/train/reference-data/crop/4ca70e33-f301-4155-87b3-cf8c797c61b9.jpg,a5092dfd,train,0.31111282110214233
/data/public/dataset/kaputt/data/train/reference-data/crop/cbf615e3-4b42-45a7-b448-78f087c038ac.jpg,a5092dfd,train,0.14953137934207916
/data/public/dataset/kaputt/data/train/reference-data/crop/80546d3c-211d-415e-9e52-3f7f9f05fd70.jpg,a5092dfd,train,0.3005402386188507
/data/public/dataset/kaputt/data/train/reference-data/crop/942ab3fb-a91d-4cc1-a103-9d37e92b2f48.jpg,08e6c4b7,train,0.21967211365699768
/data/public/dataset/kaputt/data/train/reference-data/crop/046e5532-bd9e-4c55-8dd5-fcc12d698535.jpg,08e6c4b7,train,0.3304711878299713
/data/public/dataset/kaputt/data/train/reference-data/crop/cd521cb2-159e-4807-b106-2ca09b4f8576.jpg,08e6c4b7,train,0.42161136865615845
/data/public/dataset/kaputt/data/train/reference-data/crop/97a793b2-a586-40ce-8f4a-c1fe537f6ec9.jpg,3c7ac35c,train,0.37868887186050415
/data/public/dataset/kaputt/data/train/reference-data/crop/8c2931b9-ec0b-4ff5-97da-890a8113fcca.jpg,3c7ac35c,train,0.3385143280029297
/data/public/dataset/kaputt/data/train/reference-data/crop/2d005429-5494-4819-a7de-1cdabfc689ee.jpg,3c7ac35c,train,0.7918210625648499
/data/public/dataset/kaputt/data/train/reference-data/crop/4506390b-5ff8-47c4-a404-6d890d352db6.jpg,84bd479d,train,0.25720494985580444
/data/public/dataset/kaputt/data/train/reference-data/crop/85b38160-4b9a-42f0-a84f-57e4962e4eb9.jpg,84bd479d,train,0.19961987435817719
/data/public/dataset/kaputt/data/train/reference-data/crop/89ede64c-ca6a-49af-a74e-6671ab8bca64.jpg,84bd479d,train,0.2786492109298706
/data/public/dataset/kaputt/data/train/reference-data/crop/f07f09b6-6f73-4491-bd38-56c3e21e8433.jpg,bacdfd41,train,0.471344918012619
/data/public/dataset/kaputt/data/train/reference-data/crop/1cb932da-9c73-4c06-9490-cd3e3de9301b.jpg,0070aba6,train,0.3988746106624603
/data/public/dataset/kaputt/data/train/reference-data/crop/c8c607db-c22d-49ca-9076-8dca3914ebd4.jpg,0070aba6,train,0.6104534864425659
/data/public/dataset/kaputt/data/train/reference-data/crop/dcfefa85-4238-462b-a6eb-b24ac418ce07.jpg,0070aba6,train,0.39024344086647034
/data/public/dataset/kaputt/data/train/reference-data/crop/133e30be-717f-4e9f-81d0-10e2d19a58cc.jpg,7582dc60,train,0.1490352898836136
/data/public/dataset/kaputt/data/train/reference-data/crop/8457897c-04c6-4e60-b990-858a050f8bcc.jpg,7582dc60,train,0.2247353047132492
/data/public/dataset/kaputt/data/train/reference-data/crop/de7e6651-91f0-4b92-95ec-71ccf899adc3.jpg,7582dc60,train,0.3182732164859772
/data/public/dataset/kaputt/data/train/reference-data/crop/11e4a878-5e71-4929-90e4-85a93075f478.jpg,e371df17,train,0.2512800693511963
/data/public/dataset/kaputt/data/train/reference-data/crop/a6d25c5e-0cc7-49ad-9d97-c327ede67c42.jpg,e371df17,train,0.2724114954471588
/data/public/dataset/kaputt/data/train/reference-data/crop/7283d266-a51f-416a-8647-69e532610f7a.jpg,e371df17,train,0.27318641543388367
/data/public/dataset/kaputt/data/train/reference-data/crop/fe4b6d74-1af2-4e89-b990-784c45c4657f.jpg,8bc5b0ef,train,0.32380759716033936
/data/public/dataset/kaputt/data/train/reference-data/crop/b665c3c8-23c9-44f9-80e7-ec4bf9b723bd.jpg,8bc5b0ef,train,0.32637879252433777
/data/public/dataset/kaputt/data/train/reference-data/crop/e8c94d5e-72ba-4a13-951f-b58cd7ee5b71.jpg,8bc5b0ef,train,0.49087628722190857
/data/public/dataset/kaputt/data/train/reference-data/crop/5fec62a3-163c-4dc1-ae2b-cf3706b72d48.jpg,9894c60a,train,0.1465752124786377
/data/public/dataset/kaputt/data/train/reference-data/crop/fe31956f-d6ea-4f04-981a-1db3e2404728.jpg,9894c60a,train,0.4535643756389618
/data/public/dataset/kaputt/data/train/reference-data/crop/5c75400b-f05b-4873-b64f-48a0aa9cdd52.jpg,9894c60a,train,0.5735589861869812
/data/public/dataset/kaputt/data/train/reference-data/crop/94c69f7a-c7dc-46b2-9136-777d556e4768.jpg,31996645,train,0.7272012233734131
/data/public/dataset/kaputt/data/train/reference-data/crop/23b864cc-599b-438f-80a5-81fac595e3e7.jpg,31996645,train,0.1540575623512268
/data/public/dataset/kaputt/data/train/reference-data/crop/54579ed5-653b-4b5b-b7cc-6a40f57ad583.jpg,31996645,train,0.15921740233898163
/data/public/dataset/kaputt/data/train/reference-data/crop/a1f0103b-9bc5-406e-9fc4-b3ecbd9d1366.jpg,2bcc11b7,train,0.22270014882087708
/data/public/dataset/kaputt/data/train/reference-data/crop/e069ba5b-3a2d-422f-8771-d69136dac501.jpg,2bcc11b7,train,0.21272224187850952
/data/public/dataset/kaputt/data/train/reference-data/crop/8aa0c19e-0a17-45aa-9a94-68c1d0f80775.jpg,2bcc11b7,train,0.18713268637657166
/data/public/dataset/kaputt/data/train/reference-data/crop/c531913f-045c-42c5-8d08-953cdf0c293a.jpg,b82c19db,train,0.5142783522605896
/data/public/dataset/kaputt/data/train/reference-data/crop/68e84735-3630-4b25-9bfe-413eea836f01.jpg,b82c19db,train,0.5911332964897156
/data/public/dataset/kaputt/data/train/reference-data/crop/a5e5f202-7d36-451e-bb27-afeea5890d6a.jpg,b82c19db,train,0.5183023810386658
/data/public/dataset/kaputt/data/train/reference-data/crop/ee9c508a-1f08-430e-8dbf-b4a56a7194b8.jpg,c39171be,train,0.5093982815742493
/data/public/dataset/kaputt/data/train/reference-data/crop/b7ed5465-8db5-437d-8277-b4076465a1e8.jpg,c39171be,train,0.4275161921977997
/data/public/dataset/kaputt/data/train/reference-data/crop/5fae08ca-7425-43f6-b813-52ae8c4a262f.jpg,c39171be,train,0.3411433696746826
/data/public/dataset/kaputt/data/train/reference-data/crop/07eaed44-5f21-4304-9970-03c3f8094daa.jpg,43ae7e66,train,0.3090237081050873
/data/public/dataset/kaputt/data/train/reference-data/crop/346a161e-3b57-4714-a00d-c6fe04b8ed37.jpg,43ae7e66,train,0.17441026866436005
/data/public/dataset/kaputt/data/train/reference-data/crop/29c777d1-b52b-4189-8293-33386f971066.jpg,43ae7e66,train,0.2422056347131729
/data/public/dataset/kaputt/data/train/reference-data/crop/1a72b209-a214-4851-b10f-a5fb34faad65.jpg,cd1f5304,train,0.7823300957679749
/data/public/dataset/kaputt/data/train/reference-data/crop/ca23ec4f-b105-4a43-9885-70d4a4371a21.jpg,cd1f5304,train,0.6095241904258728
/data/public/dataset/kaputt/data/train/reference-data/crop/63e1cbd3-b032-4d2d-89f4-297eb74f8723.jpg,cd1f5304,train,0.5304797887802124
/data/public/dataset/kaputt/data/train/reference-data/crop/10f80932-9280-4ac6-9e86-7542016d8344.jpg,dfd3889a,train,0.09739039838314056
/data/public/dataset/kaputt/data/train/reference-data/crop/8d33d536-c9d3-4969-9502-dcdba30aedac.jpg,dfd3889a,train,0.1901218295097351
/data/public/dataset/kaputt/data/train/reference-data/crop/e7f1c354-d9c5-45b7-b0d7-95d446ea91cc.jpg,dfd3889a,train,0.12635333836078644
/data/public/dataset/kaputt/data/train/reference-data/crop/a288478a-f862-4a31-91eb-0c0f017e34d5.jpg,4382ee8e,train,0.09334687888622284
/data/public/dataset/kaputt/data/train/reference-data/crop/95592eb2-2ead-423c-a60b-0ba238ab2b10.jpg,4382ee8e,train,0.14608724415302277
/data/public/dataset/kaputt/data/train/reference-data/crop/2b477602-6803-451c-a0a4-572a4c4b6c89.jpg,4382ee8e,train,0.10087861120700836
/data/public/dataset/kaputt/data/train/reference-data/crop/cea7ef26-daad-4d40-add8-5c593f0335cc.jpg,5d5fb908,train,0.7233095169067383
/data/public/dataset/kaputt/data/train/reference-data/crop/c2c2e740-07d7-4421-9037-07b1a575396a.jpg,5d5fb908,train,0.4456501603126526
/data/public/dataset/kaputt/data/train/reference-data/crop/45ba72d9-25ca-4853-977b-c178ef34cff8.jpg,5d5fb908,train,0.2724114954471588
/data/public/dataset/kaputt/data/train/reference-data/crop/00827ba9-768f-42a5-8e0f-d828af4e33e1.jpg,d4e20c45,train,0.5520567893981934
/data/public/dataset/kaputt/data/train/reference-data/crop/7b33570f-4390-49fb-80eb-fcb351d4f126.jpg,d4e20c45,train,0.2620856761932373
/data/public/dataset/kaputt/data/train/reference-data/crop/2cf6bdb1-9df3-4f97-a41c-f4c3d28c97d3.jpg,d4e20c45,train,0.21337716281414032
/data/public/dataset/kaputt/data/train/reference-data/crop/6bf400a8-4d8f-4796-99bb-3401f748f163.jpg,4ce44776,train,0.2751297354698181
/data/public/dataset/kaputt/data/train/reference-data/crop/bf2269e4-b117-4120-b361-7138964fe754.jpg,4ce44776,train,0.3757064640522003
/data/public/dataset/kaputt/data/train/reference-data/crop/a72c7538-4027-42e4-9ed2-968c611bb4d3.jpg,4ce44776,train,0.22746935486793518
/data/public/dataset/kaputt/data/train/reference-data/crop/1948f5e0-168e-4dc8-bc05-f2daa2ebdd3b.jpg,85aa2775,train,0.39140594005584717
/data/public/dataset/kaputt/data/train/reference-data/crop/8e111cde-2c2b-40c0-9091-404103ac38ab.jpg,85aa2775,train,0.28937169909477234
/data/public/dataset/kaputt/data/train/reference-data/crop/9d2cee71-c8da-49d4-918a-73c850fd16e3.jpg,85aa2775,train,0.3464307188987732
/data/public/dataset/kaputt/data/train/reference-data/crop/913f35d9-81b8-4a4c-b473-964b925d4aca.jpg,da4fa854,train,0.19314737617969513
/data/public/dataset/kaputt/data/train/reference-data/crop/47090178-76c6-424d-98eb-efae2d2688e5.jpg,da4fa854,train,0.8647679686546326
/data/public/dataset/kaputt/data/train/reference-data/crop/01dd5ea0-d191-4897-a377-511c77b967f2.jpg,da4fa854,train,0.2114168256521225
/data/public/dataset/kaputt/data/train/reference-data/crop/da7baa93-c7bf-4f45-91bc-94371e822fae.jpg,1b9740c8,train,0.5207400918006897
/data/public/dataset/kaputt/data/train/reference-data/crop/20240e78-64bb-4bbe-ab8b-5780794fc701.jpg,1b9740c8,train,0.12635333836078644
/data/public/dataset/kaputt/data/train/reference-data/crop/da19f238-1a35-4091-8e2e-a9111b26a505.jpg,1b9740c8,train,0.38237205147743225
/data/public/dataset/kaputt/data/train/reference-data/crop/79f6a28f-6c9b-45d3-a313-984b8cb975e5.jpg,7df35dab,train,0.19314737617969513
/data/public/dataset/kaputt/data/train/reference-data/crop/9001aae5-d006-49a7-babe-f24ce9505002.jpg,7df35dab,train,0.4800063967704773
/data/public/dataset/kaputt/data/train/reference-data/crop/a92b762b-4cba-4995-a6ba-36a8448cf17d.jpg,78b130b8,train,0.5405600666999817
/data/public/dataset/kaputt/data/train/reference-data/crop/614bf823-20b2-4c3a-873c-a8b4cec072e3.jpg,78b130b8,train,0.7520125508308411
/data/public/dataset/kaputt/data/train/reference-data/crop/a54aa9d6-cdce-4a6c-b757-13afb07d56d1.jpg,78b130b8,train,0.4650837779045105
/data/public/dataset/kaputt/data/train/reference-data/crop/8c769065-89ba-46f9-8717-2df25a974c8b.jpg,94a1c65f,train,0.6667138338088989
/data/public/dataset/kaputt/data/train/reference-data/crop/e89f2711-1e0b-4262-b0e7-e63390f2fd7a.jpg,94a1c65f,train,0.14128142595291138
/data/public/dataset/kaputt/data/train/reference-data/crop/38e000af-0207-42ff-9d47-8a6b8a96d381.jpg,94a1c65f,train,0.18126320838928223
/data/public/dataset/kaputt/data/train/reference-data/crop/eba00dd3-7a32-439b-80c9-943bfa5c090c.jpg,e173b9da,train,0.4042722284793854
/data/public/dataset/kaputt/data/train/reference-data/crop/e0eb33c7-6e5c-468a-9989-f90ff2b241cb.jpg,e173b9da,train,0.3069423735141754
/data/public/dataset/kaputt/data/train/reference-data/crop/07452c30-a317-4117-a8ce-6bfb6d63820f.jpg,e173b9da,train,0.19436782598495483
/data/public/dataset/kaputt/data/train/reference-data/crop/06134851-479d-43d1-baee-9abfa097aca5.jpg,eae39a41,train,0.689723789691925
/data/public/dataset/kaputt/data/train/reference-data/crop/53f6d089-2364-448c-a5c6-3ed42240c456.jpg,eae39a41,train,0.7786493301391602
/data/public/dataset/kaputt/data/train/reference-data/crop/efedb683-c7cf-4102-9810-7abdf054a1aa.jpg,eae39a41,train,0.41739019751548767
/data/public/dataset/kaputt/data/train/reference-data/crop/cf809b51-ed82-4ef0-ba41-7454154d0bd7.jpg,fdc5a29f,train,0.8386797308921814
/data/public/dataset/kaputt/data/train/reference-data/crop/2a56b9b0-ee93-429f-bede-b8ea09500dde.jpg,fdc5a29f,train,0.8936811685562134
/data/public/dataset/kaputt/data/train/reference-data/crop/61d73fee-3aa9-4f7d-96de-771d6ae542f9.jpg,fdc5a29f,train,0.875361442565918
/data/public/dataset/kaputt/data/train/reference-data/crop/c20e4f5a-4379-41bd-a441-ba0638ba0a23.jpg,9c21eaa2,train,0.17838266491889954
/data/public/dataset/kaputt/data/train/reference-data/crop/6811369f-ea2a-4ca2-b99c-25a3c13b81d5.jpg,9c21eaa2,train,0.3411433696746826
/data/public/dataset/kaputt/data/train/reference-data/crop/5b34d30a-7f88-451a-bd41-f675e717b3e7.jpg,9c21eaa2,train,0.2351084053516388
/data/public/dataset/kaputt/data/train/reference-data/crop/9defe8f9-7660-451d-9f91-0e3fd4977512.jpg,b8d65683,train,0.15817435085773468
/data/public/dataset/kaputt/data/train/reference-data/crop/01e8c226-9868-4ab2-b0f5-531b280ad249.jpg,b8d65683,train,0.17497345805168152
/data/public/dataset/kaputt/data/train/reference-data/crop/f98de179-c0c1-455c-90d1-3620a7a8c32e.jpg,b8d65683,train,0.16079244017601013
/data/public/dataset/kaputt/data/train/reference-data/crop/e04f09cf-8041-4837-a86f-4887a18fe819.jpg,d5a85c9d,train,0.6406359076499939
/data/public/dataset/kaputt/data/train/reference-data/crop/eee79964-1333-49bf-9e37-b6abfc217429.jpg,d5a85c9d,train,0.3849121630191803
/data/public/dataset/kaputt/data/train/reference-data/crop/cbb52a4f-2504-4668-8885-6010317343ad.jpg,d5a85c9d,train,0.23792991042137146
/data/public/dataset/kaputt/data/train/reference-data/crop/15be21ad-4300-47f7-b577-7404b5e87fc1.jpg,5ce6e3cd,train,0.24436300992965698
/data/public/dataset/kaputt/data/train/reference-data/crop/bfddebcc-0ac6-4c3c-b81e-846e46b6654b.jpg,5ce6e3cd,train,0.46174484491348267
/data/public/dataset/kaputt/data/train/reference-data/crop/85cd7c32-aaa9-4da8-8379-55b6a6e72962.jpg,5ce6e3cd,train,0.3129996359348297
/data/public/dataset/kaputt/data/train/reference-data/crop/6e7a45f0-e70e-4e0b-9fa1-62d873067062.jpg,00ae64a2,train,0.42913028597831726
/data/public/dataset/kaputt/data/train/reference-data/crop/750bb0ad-feb3-4153-ad47-48ac64f9f545.jpg,00ae64a2,train,0.3225260078907013
/data/public/dataset/kaputt/data/train/reference-data/crop/54ee0a6f-4914-4138-a061-f6bd57b38706.jpg,00ae64a2,train,0.3640989661216736
/data/public/dataset/kaputt/data/train/reference-data/crop/2cdde082-fd12-4c5d-beb2-3757391686d7.jpg,f4b1e01c,train,0.3510885536670685
/data/public/dataset/kaputt/data/train/reference-data/crop/8282dc77-d49e-4035-acce-cd6291456b6e.jpg,f4b1e01c,train,0.3731902539730072
/data/public/dataset/kaputt/data/train/reference-data/crop/0edab8bd-e002-4d71-8a78-ff669b81206f.jpg,f4b1e01c,train,0.20561504364013672
/data/public/dataset/kaputt/data/train/reference-data/crop/adbf10ff-5a06-4a3d-bac0-8265eceba0d2.jpg,f65d59ef,train,0.37159258127212524
/data/public/dataset/kaputt/data/train/reference-data/crop/2688008a-7ae8-4e25-928f-34e9e1de10ce.jpg,f65d59ef,train,0.2881683111190796
/data/public/dataset/kaputt/data/train/reference-data/crop/bf4a2e97-b5a2-49e8-be5d-e6f7a5699fdd.jpg,f65d59ef,train,0.35711899399757385
/data/public/dataset/kaputt/data/train/reference-data/crop/b346ccc0-c9c1-439c-891b-c20abcbe8c4d.jpg,373d9626,train,0.39770445227622986
/data/public/dataset/kaputt/data/train/reference-data/crop/610867c8-f2f5-4c5c-9220-37a486919f1b.jpg,373d9626,train,0.30611202120780945
/data/public/dataset/kaputt/data/train/reference-data/crop/236b9d88-3e4b-4f07-9692-7b2fefc449a5.jpg,373d9626,train,0.9124361872673035
/data/public/dataset/kaputt/data/train/reference-data/crop/999b3ccd-9ee0-4ba9-83e1-abb953f38d28.jpg,419632cc,train,0.30777397751808167
/data/public/dataset/kaputt/data/train/reference-data/crop/25f58f00-1099-480d-a2eb-e9ce5312f427.jpg,419632cc,train,0.15456733107566833
/data/public/dataset/kaputt/data/train/reference-data/crop/06798c15-fe3c-420a-8862-a4677128b6fd.jpg,419632cc,train,0.20817893743515015
/data/public/dataset/kaputt/data/train/reference-data/crop/52001490-c1aa-4570-9c2d-1697485d6473.jpg,9fedd0cf,train,0.4184592664241791
/data/public/dataset/kaputt/data/train/reference-data/crop/adad3de8-eb08-4d40-8419-346b0e5e888d.jpg,9fedd0cf,train,0.1980641782283783
/data/public/dataset/kaputt/data/train/reference-data/crop/1a97dfd0-288f-44d0-ba67-9f329af387f2.jpg,9fedd0cf,train,0.36590972542762756
/data/public/dataset/kaputt/data/train/reference-data/crop/1f0b8985-2114-42f6-a276-33cc8ce504ec.jpg,4a5a4987,train,0.7431679368019104
/data/public/dataset/kaputt/data/train/reference-data/crop/77ff2a04-13e4-4d5d-933b-4deca7029924.jpg,4a5a4987,train,0.6160194277763367
/data/public/dataset/kaputt/data/train/reference-data/crop/8e7773b9-4abc-422a-8c29-b196c1218f8b.jpg,4a5a4987,train,0.6363531351089478
/data/public/dataset/kaputt/data/train/reference-data/crop/9be2dfd6-1030-4c94-9755-752edd9a2a26.jpg,36702792,train,0.6069644689559937
/data/public/dataset/kaputt/data/train/reference-data/crop/7a23af7c-fab8-4bae-818f-d55fae5327f9.jpg,36702792,train,0.39770445227622986
/data/public/dataset/kaputt/data/train/reference-data/crop/bbca1d3e-0e3a-4bbe-8a3e-d068cf675d83.jpg,36702792,train,0.1980641782283783
/data/public/dataset/kaputt/data/train/reference-data/crop/33262fc3-3994-4283-8ff5-7be0d303dd22.jpg,8b3956f1,train,0.7490872144699097
/data/public/dataset/kaputt/data/train/reference-data/crop/da0b242a-675d-4aee-8ea6-b57ae6a0dc6e.jpg,8b3956f1,train,0.4568943679332733
/data/public/dataset/kaputt/data/train/reference-data/crop/73f29273-bfc1-49b5-88e4-b9d37cdf8aef.jpg,8b3956f1,train,0.7826625108718872
/data/public/dataset/kaputt/data/train/reference-data/crop/0839d394-387e-4878-958b-f495e7be76b0.jpg,7a77085d,train,0.23792991042137146
/data/public/dataset/kaputt/data/train/reference-data/crop/dc3ac901-be37-42e4-a3fe-74589288d533.jpg,7a77085d,train,0.16398024559020996
/data/public/dataset/kaputt/data/train/reference-data/crop/df30e97c-d288-4f17-9db6-1a4dd848ad60.jpg,7a77085d,train,0.17217186093330383
/data/public/dataset/kaputt/data/train/reference-data/crop/cddd99f0-2bfe-42dd-aa9e-bd58237098e9.jpg,75f1c3fb,train,0.18126320838928223
